"","Otu00001","Otu00057","Otu00023","Otu00002","Otu00046","Otu00003","Otu00213","Otu00015","Otu00007","Otu00049","Otu00083","Otu00203","Otu00207","Otu00018","Otu00028","Otu00013","Otu00300","Otu00033","Otu00171","Otu00073","Otu00108","Otu00075","Otu00014","Otu00101","Otu00005","Otu00027","Otu00154","Otu00077","Otu00036","Otu00035","Otu00006","Otu00050","Otu00559","Otu00056","Otu00022","Otu00009","Otu00393","Otu00024","Otu00189","Otu00012","Otu00011","Otu00162","Otu00346","Otu00090","Otu00111","Otu00048","Otu00194","Otu00119","Otu00020","Otu00039","Otu00044","Otu00081","Otu00275","Otu00184","Otu00099","Otu00059","Otu00040","Otu00160","Otu00010","Otu00512","Otu00008","Otu00004","Otu00107","Otu00053","Otu00078","Otu00110","Otu00091","Otu00491","Otu00069","Otu00079","Otu00037","Otu00029","Otu00178","Otu00038","Otu00041","Otu00092","Otu00234","Otu00514","Otu00058","Otu00047","Otu00067","Otu00043","Otu00085","Otu00054","Otu00122","Otu00068","Otu00088","Otu00126","Otu00096","Otu00031","Otu00034","Otu00131","Otu00061","Otu00324","Otu00285","Otu00045","Otu00032","Otu00120","Otu00264","Otu00607"
"112",-0.191183710163501,-0.247581165624919,2.58280796274275,-0.280721825574253,-0.321779468369852,4.60959107661839,2.24130586301946,-0.150762641447247,-0.0689452133815377,1.38580247281568,-0.254366080695268,-0.203513717850803,-0.181341657254432,2.99049863042372,-0.188672568339616,4.17236107762209,-0.147466854003369,-0.237628322472973,1.87919188773128,-0.278748418430903,6.63871362752252,-0.147326815852091,-0.236968231130877,-0.198814021766701,7.95216779567436,5.08953938278435,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,6.42138578757056,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,6.78610273693158,1.0806728896302,4.4895209179774,-0.174037518962097,1.19912876018907,-0.452608277489018,1.20750687267045,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,9.94165448390527,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,4.66335854853688,-0.276809278427165,0.563160662705657,-0.0747025935016814,8.54826851147365,3.77955262835794,-0.0766050908475113,6.18789651353652,-0.151800095672758,-0.265892153819023,8.37706575684538,-0.107820181616906,1.70843381637925,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,1.42737577027044,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,7.76801287008891,-0.328005027703029,-0.282130386704482,0.645522813343712,-0.0986137033132602,-0.180651828738778,8.18292335384345,1.57532695894144,-0.244208474926239,-0.30440846343544,-0.145546544923893
"113",-0.191183710163501,-0.247581165624919,4.01995032445698,-0.280721825574253,-0.321779468369852,2.93466289627086,2.24130586301946,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,2.99049863042372,-0.188672568339616,1.89536156562234,-0.147466854003369,-0.237628322472973,1.87919188773128,-0.278748418430903,3.1982124044999,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,7.75638289701082,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,3.70596952242755,-0.228447499192801,-0.219816353088827,-0.103257074885817,4.08889598118303,1.06725057880525,-0.447768846699341,-0.191183710163498,-0.174037518962097,5.76010065162246,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,1.45779068153419,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,0.563160662705657,-0.0747025935016814,1.47452650314466,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,1.2352349603033,-0.107820181616906,5.55918940250397,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,1.42737577027044,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,0.975784867917587,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,1.11494819419766,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"114",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,1.25973471592334,-0.191916098362517,-0.150762641447247,-0.0689452133815377,1.38580247281568,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,1.89536156562234,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,0.904544922484829,-0.147326815852091,-0.236968231130877,-0.198814021766701,1.81961261653374,1.08927411144464,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,0.990553257284543,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,1.06725057880525,1.0806728896302,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,3.15456344200841,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,0.917900890775346,-0.276809278427165,1.62094920905753,-0.0747025935016814,-0.293908998937583,1.72481881049105,-0.0766050908475113,2.23935859447336,-0.151800095672758,-0.265892153819023,6.94869959753696,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,2.33423046835185,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,1.11494819419766,1.57532695894144,-0.244208474926239,-0.30440846343544,-0.145546544923893
"115",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,1.25973471592334,-0.191916098362517,-0.150762641447247,-0.0689452133815377,1.38580247281568,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,1.89536156562234,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,4.34504614550744,-0.147326815852091,-0.236968231130877,-0.198814021766701,1.81961261653374,2.42269586855787,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,2.34826138985605,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,1.06725057880525,1.0806728896302,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,3.15456344200841,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,0.917900890775346,-0.276809278427165,0.563160662705657,-0.0747025935016814,-0.293908998937583,-0.329915007375832,-0.0766050908475113,0.923179288118969,-0.151800095672758,-0.265892153819023,2.66360111961172,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,2.33423046835185,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,1.11494819419766,-0.333345636363163,1.33204622687,-0.30440846343544,-0.145546544923893
"116",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,1.25973471592334,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,-0.381637946377419,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,-0.242288818522708,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,-0.244147645668602,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,-0.367154875286961,-0.228447499192801,1.55370195024161,-0.103257074885817,-0.12462527663982,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,1.73869334690837,-0.238982078940019,-0.364345109570549,-0.0840964955118512,1.89332029096579,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,-0.494627883646214,-0.0747025935016814,-0.293908998937583,1.72481881049105,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"117",-0.191183710163501,-0.247581165624919,4.01995032445698,-0.280721825574253,-0.321779468369852,1.25973471592334,2.24130586301946,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,1.89536156562234,-0.147466854003369,-0.237628322472973,12.4014808490027,-0.278748418430903,0.904544922484829,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,2.42269586855787,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,2.34826138985605,-0.228447499192801,-0.219816353088827,2.71645535468908,4.08889598118303,-0.362462460726333,-0.447768846699341,-0.191183710163498,-0.174037518962097,2.7194527240002,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,3.15456344200841,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,1.62094920905753,-0.0747025935016814,1.47452650314466,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,8.37706575684538,-0.107820181616906,3.63381160944161,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,1.42737577027044,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,-0.382660732516677,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"118",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,2.93466289627086,2.24130586301946,-0.150762641447247,-0.0689452133815377,1.38580247281568,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,1.89536156562234,-0.147466854003369,-0.237628322472973,1.87919188773128,-0.278748418430903,3.1982124044999,-0.147326815852091,-0.236968231130877,-0.198814021766701,1.81961261653374,1.08927411144464,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,7.77909392014206,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,3.92667665786841,1.0806728896302,2.14916860390695,-0.174037518962097,-0.321195203622055,-0.452608277489018,5.58163891142573,-0.171822633382704,-0.190163544389448,-0.250048156204264,1.73869334690837,4.85133620248262,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,2.26421773459919,0.917900890775346,-0.276809278427165,0.563160662705657,-0.0747025935016814,1.47452650314466,1.72481881049105,-0.0766050908475113,2.23935859447336,-0.151800095672758,-0.265892153819023,1.2352349603033,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,5.05112166922038,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,1.11494819419766,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"119",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,1.25973471592334,-0.191916098362517,-0.150762641447247,-0.0689452133815377,1.38580247281568,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,0.75686180962246,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,2.05137866349237,-0.147326815852091,-0.236968231130877,-0.198814021766701,1.81961261653374,1.08927411144464,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,2.34826138985605,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,2.49696361833683,1.0806728896302,2.14916860390695,-0.174037518962097,-0.321195203622055,-0.452608277489018,1.20750687267045,-0.171822633382704,-0.190163544389448,-0.250048156204264,1.73869334690837,1.45779068153419,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,2.26421773459919,0.917900890775346,-0.276809278427165,0.563160662705657,-0.0747025935016814,-0.293908998937583,1.72481881049105,-0.0766050908475113,0.923179288118969,-0.151800095672758,-0.265892153819023,1.2352349603033,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,2.33423046835185,-0.328005027703029,-0.282130386704482,0.645522813343712,-0.0986137033132602,-0.180651828738778,1.11494819419766,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"120",-0.191183710163501,-0.247581165624919,1.14566560102853,-0.280721825574253,-0.321779468369852,1.25973471592334,-0.191916098362517,-0.150762641447247,-0.0689452133815377,-0.396660852726241,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,1.89536156562234,-0.147466854003369,-0.237628322472973,1.87919188773128,-0.278748418430903,0.904544922484829,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,3.75611762567111,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,2.34826138985605,-0.228447499192801,-0.219816353088827,2.71645535468908,1.9821353522716,-0.362462460726333,-0.447768846699341,2.14916860390695,-0.174037518962097,2.7194527240002,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,-0.233307094473305,3.15456344200841,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,-0.186383776933539,-0.330584995145166,-0.276809278427165,0.563160662705657,-0.0747025935016814,1.47452650314466,-0.329915007375832,-0.0766050908475113,-0.393000018235419,-0.151800095672758,-0.265892153819023,1.2352349603033,-0.107820181616906,3.63381160944161,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,3.18681465376349,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,0.975784867917587,-0.328005027703029,-0.282130386704482,-0.488935596245591,-0.0986137033132602,-0.180651828738778,-0.298646837731499,-0.333345636363163,-0.244208474926239,-0.30440846343544,-0.145546544923893
"121",-0.191183710163501,-0.247581165624919,-0.291476760685702,-0.280721825574253,-0.321779468369852,1.25973471592334,-0.191916098362517,-0.150762641447247,-0.0689452133815377,1.38580247281568,-0.254366080695268,-0.203513717850803,-0.181341657254432,-0.0689452133815377,-0.188672568339616,1.89536156562234,-0.147466854003369,-0.237628322472973,-0.225265904522999,-0.278748418430903,3.1982124044999,-0.147326815852091,-0.236968231130877,-0.198814021766701,-0.224572443179804,1.08927411144464,-0.262942594299028,-0.276809278427165,-0.146449351409382,-0.234827290336524,-0.231030454661928,-0.274195383026173,-0.114312458712219,-0.223829891634437,0.990553257284543,-0.228447499192801,-0.219816353088827,-0.103257074885817,-0.12462527663982,1.06725057880525,1.0806728896302,-0.191183710163498,-0.174037518962097,-0.321195203622055,-0.452608277489018,-0.250537140247973,-0.171822633382704,-0.190163544389448,-0.250048156204264,3.71069378829004,1.45779068153419,-0.364345109570549,-0.0840964955118512,-0.200538597796968,-0.193381981737008,2.26421773459919,0.917900890775346,-0.276809278427165,1.62094920905753,-0.0747025935016814,-0.293908998937583,1.72481881049105,-0.0766050908475113,2.23935859447336,-0.151800095672758,-0.265892153819023,-0.193131199005112,-0.107820181616906,-0.216943976683117,-0.270092414353277,-0.363475837006187,-0.0611057440350621,-0.326322508031628,-0.344519554379486,-0.415954822157106,-0.0840964955118512,-0.118419718324079,-0.118249026784457,-0.332063113222609,-0.110063790096632,-0.232423651412361,-0.354303293746269,-0.343393382793162,-0.213415575570578,-0.337049169494951,-0.174025967973994,-0.0820559211580465,-0.112045914998902,-0.262942594298976,2.33423046835185,-0.328005027703029,-0.282130386704482,0.645522813343712,-0.0986137033132602,-0.180651828738778,2.52854322612682,-0.333345636363163,1.33204622687,-0.30440846343544,-0.145546544923893
